,Rs,adjRs,Intercept,C(SEX)[T.2.0],C(RACE)[T.2.0],C(RACE)[T.3.0],C(WRKSLF)[T.2.0],C(WRKSLF)[T.4.0],C(UNION)[T.2.0],C(UNION)[T.3.0],C(UNION)[T.4.0],PROMOTNG,JOBCNTRL,EDUC,EMPYEARS,WRKYEARS,AGE
RINCOME,0.16468110869176356,0.1568951802774391,7.514197543184529,-0.9729299241888845,-0.2162039826281605,0.71774459459346,0.1279643883500458,1.043662358760899,-0.13379675115144807,0.9466356799506384,-0.3855350255445358,-0.7720844121202319,0.3664388013786352,0.14911390511773104,-0.029874350363288713,0.01631609425857211,0.015621986079421592
