,Rs,adjRs,Intercept,C(RACE)[T.2.0],C(RACE)[T.3.0],C(SEX)[T.2.0],PAEDUC,AGE,AGEWED,CHILDS,BABIES
WRKSTAT,,,,,,,,,,,
EDUC,0.2517706269430253,0.24846353579139224,11.39704889442477,-0.832940892390224,-1.4988093775747062,-0.08581234452098795,0.2153328828753932,-0.0458359641880549,0.0725788472112136,-0.21826111097551654,-0.06424792079303514
OCC,,,,,,,,,,,
