,Rs,adjRs,Intercept,C(MARITAL)[T.2.0],C(MARITAL)[T.3.0],C(MARITAL)[T.4.0],C(MARITAL)[T.5.0],C(SEX)[T.2.0],C(RACE)[T.2.0],C(RACE)[T.3.0],CHILDS,DEGREE,AGE,SPDEG
INCOME,0.3475075358874573,0.3427855509498008,9.500394474110907,-2.8016396197700075,-2.12675023660758,-3.2709871670785065,-2.105203787288365,-0.6044566705266298,-1.0529740448471903,0.01507962945875544,0.017734087715555184,0.6495388672680922,-0.020380505945207232,0.4024554114799375
