,Rs,adjRs,Intercept,C(SEX)[T.2.0],C(REGION)[T.2.0],C(REGION)[T.3.0],C(REGION)[T.4.0],C(REGION)[T.5.0],C(REGION)[T.6.0],C(REGION)[T.7.0],C(REGION)[T.8.0],C(REGION)[T.9.0],ATTEND,EDUC,AGE
PREMARSX,0.18574904077408771,0.18246907719211036,3.689381977147461,-0.1294430206355071,-0.10228708883712415,-0.26493614329001214,-0.05599891141912774,-0.24109089463858022,-0.41643117763155546,-0.1661382394791357,-0.17066945056748267,-0.1777557371962892,-0.11771097385509433,0.026278906484791906,-0.01113385346723234
