,Rs,adjRs,Intercept,C(SEX)[T.2.0],C(REGION)[T.2.0],C(REGION)[T.3.0],C(REGION)[T.4.0],C(REGION)[T.5.0],C(REGION)[T.6.0],C(REGION)[T.7.0],C(REGION)[T.8.0],C(REGION)[T.9.0],C(FAMILY16)[T.1.0],C(FAMILY16)[T.2.0],C(FAMILY16)[T.3.0],C(FAMILY16)[T.4.0],C(FAMILY16)[T.5.0],C(FAMILY16)[T.6.0],C(FAMILY16)[T.7.0],C(FAMILY16)[T.8.0],C(MAWORK)[T.2.0],C(MAWORK)[T.3.0],C(MARITAL)[T.2.0],C(MARITAL)[T.3.0],C(MARITAL)[T.4.0],C(MARITAL)[T.5.0],C(BORN)[T.2.0],AGE,ATTEND,SIBS,PAPRES16,PAEDUC,AGEWED,CHILDS,RES16
PRESTIGE,0.16634385861056733,0.1479205184693645,26.67507193993783,-0.5458145751804094,-4.786077917896131,-3.366744042777511,-3.393263290327438,-3.1345627388333885,-2.941906527071333,-2.643687144521372,-3.2328364707210935,-3.978835769665854,2.9579655595827963,-4.872176018554519,0.3464758198849701,-0.127350460056152,-1.0898582954063827,-1.54018572752785,0.08047486505926735,0.10664185615544136,-1.0156650180637028,-1.0364584669127164,-4.068663075202725,0.674454153909065,-7.626077600553441,-2.8120461002268358,0.5409294848633429,0.0557613220518523,0.3908714562879833,-0.8532140360993536,0.1394757294001875,0.2664231947911253,0.27955360382266137,-0.2182793444481095,0.5354707708389544
EDUC,0.34680621350144847,0.33237099170037554,8.530040984585844,-0.03546897054172875,-0.7314685956856066,-0.11632353680158354,-0.3383455192655206,-0.3799841690423742,-0.689829116734439,-0.9247568057149609,-0.20547774162897936,-0.03532625671504507,1.388664330858802,0.4947365398037986,0.9715451306272571,1.1314104448850837,0.5172804510522186,-6.305981072980537,1.4660067401155288,0.47839115248078995,-0.2982122958290661,-0.5787854802167626,-0.8019135564402465,0.31819080859350535,0.12192363244516431,-0.5139833915672503,-0.20676389625559966,-0.030941664913080726,0.08184800908451538,-0.2080997737287367,0.026557788094283316,0.16613584147019625,0.10600318662752381,-0.09357153338048388,0.14337282088032588
